Color,Style,Pattern Type,Type,Fabric,Material,Composition,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"93% Polyester, 7% Elastane ","Machine wash, do not dry clean ",0.0,49.0,shirts,93.0,7.0,,,,,,,,,,,
Navy Blue ,Sexy ,Striped ,top,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Burgundy ,Casual ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,"Figure, Graphic ",top,Slight Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.94,29.0,shirts,,,,,100.0,,,,,,,,
Blue ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,shirts,100.0,,,,,,,,,,,,
Black ,Casual ,"Letter, Figure ",top,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,49.0,shirts,,,,,100.0,,,,,,,,
Black ,Sexy ,Heart ,top,Slight Stretch ,Fabric ,"94% Cotton, 6% Elastane ",Hand wash or professional dry clean ,0.0,29.0,shirts,,6.0,,,94.0,,,,,,,,
White ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,29.0,shirts,100.0,,,,,,,,,,,,
White ,Casual ,Animal ,top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,23.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,19.0,shirts,95.0,5.0,,,,,,,,,,,
Red ,Party ,Plain ,top,Slight Stretch ,Satin ,100% Polyester ,Hand wash or professional dry clean ,0.0,29.0,shirts,100.0,,,,,,,,,,,,
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.93,19.0,shirts,96.0,4.0,,,,,,,,,,,
White ,Casual ,"Letter, Car ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.62,29.0,shirts,,5.0,,,95.0,,,,,,,,
Dusty Pink ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,shirts,100.0,,,,,,,,,,,,
Grey ,Casual ,"Letter, Figure ",top,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,29.0,shirts,100.0,,,,,,,,,,,,
Multicolor ,Party ,Plain ,top,Medium Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.96,29.0,shirts,97.0,3.0,,,,,,,,,,,
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,shirts,95.0,5.0,,,,,,,,,,,
Apricot ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",0.0,39.0,shirts,60.0,5.0,35.0,,,,,,,,,,
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,29.0,shirts,95.0,5.0,,,,,,,,,,,
Mint Green ,Casual ,Plain ,top,High Stretch ,Fabric ,"60% Polyester, 35% Rayon, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts,60.0,5.0,,,,,,35.0,,,,,
Green ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.95,39.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Slogan ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Light Grey ,Casual ,"Letter, Cartoon ",top,Medium Stretch ,Knitted Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,62.0,5.0,,,33.0,,,,,,,,
Black ,Casual ,Plants ,top,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,39.0,shirts,95.0,5.0,,,,,,,,,,,
Green ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,39.0,shirts,100.0,,,,,,,,,,,,
White ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Pink ,Boho ,Floral ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.81,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,29.0,shirts,100.0,,,,,,,,,,,,
Army Green ,Casual ,Letter ,top,Medium Stretch ,Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts,62.0,5.0,,,33.0,,,,,,,,
White ,Casual ,"Letter, Figure ",top,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,29.0,shirts,100.0,,,,,,,,,,,,
Black ,Casual ,Animal ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.95,29.0,shirts,95.0,,,5.0,,,,,,,,,
Multicolor ,Casual ,"Geometric, Random Print ",top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,shirts,100.0,,,,,,,,,,,,
Black ,Casual ,"Butterfly, Heart ",top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,"Heart, Slogan ",top,Slight Stretch ,Knitted Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,62.0,4.0,,,34.0,,,,,,,,
Beige ,Casual ,"Letter, Figure ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,29.0,shirts,95.0,5.0,,,,,,,,,,,
Multicolor ,Casual ,Floral ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",5.0,49.0,shirts,95.0,,,5.0,,,,,,,,,
Coffee Brown ,Casual ,Letter ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.94,29.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,shirts,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,shirts,100.0,,,,,,,,,,,,
Multicolor ,Sexy ,Marble ,top,Slight Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.9,29.0,shirts,95.0,5.0,,,,,,,,,,,
Light Grey ,Casual ,Plain ,top,High Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts,96.0,4.0,,,,,,,,,,,
Black ,Casual ,Heart ,top,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Spandex ","Machine wash, do not dry clean ",0.0,29.0,shirts,97.0,,,3.0,,,,,,,,,
Rust Brown ,Casual ,Letter ,top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.0,49.0,shirts,,5.0,,,95.0,,,,,,,,
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.89,9.0,shirts,91.0,9.0,,,,,,,,,,,
Purple ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,shirts,100.0,,,,,,,,,,,,
Royal Blue ,Boho ,Plain ,top,Slight Stretch ,Knitted Fabric ,"94% Cotton, 6% Elastane ",Machine wash or professional dry clean ,4.91,29.0,shirts,,6.0,,,94.0,,,,,,,,
Green ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
Royal Blue ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,29.0,shirts,95.0,5.0,,,,,,,,,,,
Green ,Casual ,Letter ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,19.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"94% Cotton, 6% Elastane ","Machine wash, do not dry clean ",0.0,39.0,shirts,,6.0,,,94.0,,,,,,,,
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.9,29.0,shirts,94.0,6.0,,,,,,,,,,,
Pink ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,39.0,shirts,100.0,,,,,,,,,,,,
Blue and White ,Casual ,Plain ,top,Slight Stretch ,Lace ,"90% Polyamide, 10% Elastane ","Machine wash, do not dry clean ",4.9,29.0,shirts,,10.0,,,,,90.0,,,,,,
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"96% Polyester, 4% Spandex ","Machine wash, do not dry clean ",4.94,19.0,shirts,96.0,,,4.0,,,,,,,,,
Navy Blue ,Elegant ,Floral ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,29.0,shirts,95.0,5.0,,,,,,,,,,,
Redwood ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"83% Polyester, 11% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,83.0,6.0,11.0,,,,,,,,,,
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,19.0,shirts,100.0,,,,,,,,,,,,
White ,Casual ,Letter ,top,Slight Stretch ,Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts,62.0,4.0,,,34.0,,,,,,,,
Green ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,shirts,100.0,,,,,,,,,,,,
Lime Green ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.83,29.0,shirts,,,,,100.0,,,,,,,,
Blue and White ,Casual ,Tie Dye ,top,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.33,29.0,shirts,,,100.0,,,,,,,,,,
Grey ,Casual ,Striped ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.95,29.0,shirts,95.0,5.0,,,,,,,,,,,
Royal Blue ,Sexy ,Plain ,top,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,19.0,shirts,100.0,,,,,,,,,,,,
Multicolor ,Casual ,"Geometric, Colorblock ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ","Hand wash,do not dry clean ",4.79,29.0,shirts,,5.0,,,95.0,,,,,,,,
Army Green ,Casual ,"Letter, Animal ",top,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,39.0,shirts,,,,,100.0,,,,,,,,
Chocolate Brown ,Sexy ,Plain ,top,High Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.25,29.0,shirts,100.0,,,,,,,,,,,,
White ,Sexy ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.78,19.0,shirts,95.0,,,5.0,,,,,,,,,
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,"72% Polyester, 24% Cotton, 4% Spandex ","Hand wash,do not dry clean ",4.9,29.0,shirts,72.0,,,4.0,24.0,,,,,,,,
White ,Casual ,"Cartoon, Slogan ",top,High Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts,90.0,10.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Non-Stretch ,Embroidery ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
Multicolor ,Casual ,"Figure, All Over Print ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,19.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,top,High Stretch ,Knitted Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,29.0,shirts,100.0,,,,,,,,,,,,
Violet Purple ,Sexy ,Plain ,top,Slight Stretch ,Knitted Fabric ,"82% Polyamide, 18% Elastane ",Machine wash or professional dry clean ,0.0,19.0,shirts,,18.0,,,,,82.0,,,,,,
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"91% Polyamide, 9% Elastane ",Machine wash or professional dry clean ,4.92,19.0,shirts,,9.0,,,,,91.0,,,,,,
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"83% Polyester, 11% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.87,29.0,shirts,83.0,6.0,11.0,,,,,,,,,,
Black and White ,Casual ,Figure ,top,Slight Stretch ,Knitted Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.93,29.0,shirts,91.0,9.0,,,,,,,,,,,
White ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.97,19.0,shirts,95.0,,,5.0,,,,,,,,,
White ,Casual ,Heart ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,29.0,shirts,95.0,5.0,,,,,,,,,,,
Blue ,Casual ,Colorblock ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Apricot ,Casual ,Slogan ,top,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.92,29.0,shirts,97.0,3.0,,,,,,,,,,,
Khaki ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
Beige ,Casual ,"Letter, Graphic ",top,High Stretch ,Fabric ,"93.7% Cotton, 6.3% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts,,6.3,,,93.7,,,,,,,,
Brown ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"94% Cotton, 6% Elastane ",Machine wash or professional dry clean ,4.92,19.0,shirts,,6.0,,,94.0,,,,,,,,
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,"55% Rayon, 42% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.78,39.0,shirts,42.0,3.0,,,,,,55.0,,,,,
Black ,Casual ,"Butterfly, Slogan ",top,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts,95.0,5.0,,,,,,,,,,,
Apricot ,Casual ,Plain ,top,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts,100.0,,,,,,,,,,,,
Black ,Sexy ,"Heart, All Over Print ",top,High Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,19.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.95,29.0,shirts,67.0,3.0,30.0,,,,,,,,,,
Red ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"65% Polyester, 35% Cotton ",Machine wash or professional dry clean ,4.96,29.0,shirts,65.0,,,,35.0,,,,,,,,
Dark Green ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"65% Polyester, 35% Viscose ",Machine wash or professional dry clean ,4.89,29.0,shirts,65.0,,35.0,,,,,,,,,,
Multicolor ,Casual ,Leopard Print ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,19.0,shirts,95.0,5.0,,,,,,,,,,,
Apricot ,Casual ,"Car, Slogan ",top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.93,29.0,shirts,95.0,,,5.0,,,,,,,,,
Red ,Party ,Plain ,top,Slight Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",5.0,39.0,shirts,90.0,10.0,,,,,,,,,,,
Burgundy ,Party ,Colorblock ,top,Medium Stretch ,Lace ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,"Letter, Floral ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,,,5.0,,,,,,,,,
Black ,Casual ,"Letter, Halloween ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,19.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,"Letter, Heart ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,,,5.0,,,,,,,,,
Black ,Casual ,Halloween ,top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,,,5.0,,,,,,,,,
Multicolor ,Casual ,"Floral, Graphic ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Red ,Sexy ,Colorblock ,top,High Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Graphic ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Pink ,Casual ,Striped ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,"Letter, Halloween ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts,95.0,,,5.0,,,,,,,,,
Black ,Casual ,Letter ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,49.0,shirts,95.0,5.0,,,,,,,,,,,
Mauve Purple ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ","Machine wash, do not dry clean ",4.98,29.0,shirts,67.0,4.0,29.0,,,,,,,,,,
White ,Casual ,Floral ,top,Non-Stretch ,Woven Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,4.62,29.0,shirts,98.0,2.0,,,,,,,,,,,
Multicolor ,Boho ,Floral ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,39.0,shirts,100.0,,,,,,,,,,,,
Green ,Boho ,Plain ,top,Non-Stretch ,Woven Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,99.0,1.0,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,top,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ","Hand wash,do not dry clean ",0.0,39.0,shirts,97.0,3.0,,,,,,,,,,,
Multicolor ,Boho ,Gingham ,top,Non-Stretch ,Woven Fabric ,"65% Polyester, 35% Rayon ",Machine wash or professional dry clean ,0.0,39.0,shirts,65.0,,,,,,,35.0,,,,,
White ,Casual ,"Letter, Heart ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,,5.0,,,95.0,,,,,,,,
Army Green ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"63% Viscose, 34% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,19.0,shirts,34.0,3.0,63.0,,,,,,,,,,
Black ,Party ,Plain ,top,Non-Stretch ,Knitted Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,129.0,shirts,100.0,,,,,,,,,,,,
White ,Elegant ,Floral ,top,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
White ,Elegant ,Plain ,top,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,109.0,shirts,100.0,,,,,,,,,,,,
Baby Blue ,Elegant ,Floral ,top,Non-Stretch ,Fabric ,"75% Polyamide, 25% Viscose ",Machine wash or professional dry clean ,0.0,109.0,shirts,,,25.0,,,,75.0,,,,,,
Multicolor ,Casual ,Figure ,top,Slight Stretch ,Knitted Fabric ,"89% Polyester, 11% Elastane ",Machine wash or professional dry clean ,0.0,19.0,shirts,89.0,11.0,,,,,,,,,,,
Champagne ,Party ,Plain ,top,Medium Stretch ,PU Leather ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.94,19.0,shirts,90.0,10.0,,,,,,,,,,,
Multicolor ,Elegant ,Floral ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts,100.0,,,,,,,,,,,,
Blue ,Casual ,"Letter, Car ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,shirts,,5.0,,,95.0,,,,,,,,
Apricot ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,59.0,shirts,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,top,Medium Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts,,6.0,94.0,,,,,,,,,,
Black ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,67.0,3.0,30.0,,,,,,,,,,
Burgundy ,Elegant ,Plain ,top,Slight Stretch ,Lace ,100% Polyamide ,"Hand wash,do not dry clean ",0.0,39.0,shirts,,,,,,,100.0,,,,,,
Hot Pink ,Boho ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
Beige ,Casual ,Plain ,top,Medium Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,29.0,shirts,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,29.0,shirts,100.0,,,,,,,,,,,,
Hot Pink ,Casual ,Slogan ,top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,,5.0,,,95.0,,,,,,,,
Multicolor ,Casual ,Floral ,top,Medium Stretch ,Woven Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts,94.0,6.0,,,,,,,,,,,
White ,Boho ,Plain ,top,Non-Stretch ,Woven Fabric ,100.0% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts,100.0,,,,,,,,,,,,
Black ,Sexy ,Plain ,top,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,19.0,shirts,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,5.0,29.0,shirts,100.0,,,,,,,,,,,,
Beige ,Party ,Plain ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,69.0,shirts,95.0,5.0,,,,,,,,,,,
Grey ,Casual ,Striped ,top,Medium Stretch ,Knitted Fabric ,"77% Viscose, 16% Polyester, 7% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts,16.0,7.0,77.0,,,,,,,,,,
