Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price,category
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.88,23.0,shirts
Black and White ,Elegant ,Plaid ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,29.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.98,29.0,shirts
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"94% Cotton, 6% Elastane ","Machine wash, do not dry clean ",4.92,29.0,shirts
Black ,Casual ,Letter ,top,Medium Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts
Multicolor ,Casual ,Leopard Print ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,29.0,shirts
White ,Casual ,"Graphic, Slogan ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.89,29.0,shirts
Navy Blue ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"65% Polyester, 35% Viscose ",Machine wash or professional dry clean ,4.96,29.0,shirts
Apricot ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,39.0,shirts
Green ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"45.5% Viscose, 45% Cotton, 9.5% Elastane ","Machine wash, do not dry clean ",5.0,29.0,shirts
Multicolor ,Casual ,"Letter, Tie Dye ",top,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,39.0,shirts
Brown ,Elegant ,Plain ,top,Medium Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,29.0,shirts
Red ,Boho ,"Heart, All Over Print ",top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,39.0,shirts
Black ,Casual ,Striped ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.93,29.0,shirts
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,shirts
White ,Casual ,"Figure, Plants ",top,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.95,29.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts
Dark Grey ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"72% Polyester, 25% Rayon, 3% Spandex ",Machine wash or professional dry clean ,0.0,89.0,shirts
Red Violet ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"83% Polyester, 11% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Royal Blue ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,19.0,shirts
Coffee Brown ,Casual ,Letter ,top,Medium Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ",Hand wash or professional dry clean ,5.0,29.0,shirts
Black ,Casual ,Geometric ,top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts
Dark Grey ,Casual ,Letter ,top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Black ,Casual ,Figure ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,0.0,29.0,shirts
Royal Blue ,Party ,Plain ,top,Non-Stretch ,Metallic ,100% Polyester ,"Machine wash, do not dry clean ",0.0,49.0,shirts
Black ,Casual ,Cartoon ,top,Medium Stretch ,Fabric ,"94% Polyester, 6% Spandex ",Machine wash or professional dry clean ,0.0,29.0,shirts
Royal Blue ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",4.99,29.0,shirts
Purple ,Boho ,Geometric ,top,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,19.0,shirts
Multicolor ,Casual ,"Animal, Graphic ",top,Slight Stretch ,Fabric ,"88% Polyester, 12% Spandex ",Machine wash or professional dry clean ,4.96,29.0,shirts
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.9,19.0,shirts
Multicolor ,Casual ,Striped ,top,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,shirts
Coffee Brown ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
White ,Casual ,"Geometric, Figure ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.94,29.0,shirts
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,39.0,shirts
Black ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"96% Polyester, 4% Elastane ","Hand wash,do not dry clean ",4.83,29.0,shirts
White ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"93% Rayon, 7% Elastane ",Machine wash or professional dry clean ,0.0,49.0,shirts
Black ,Sexy ,Plain ,top,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,29.0,shirts
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Royal Blue ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts
Multicolor ,Casual ,"Figure, Slogan ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.88,29.0,shirts
Yellow ,Casual ,Letter ,top,Slight Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,0.0,19.0,shirts
Multicolor ,Sexy ,Marble ,top,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"93% Polyester, 7% Elastane ","Machine wash, do not dry clean ",0.0,49.0,shirts
Navy Blue ,Sexy ,Striped ,top,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts
Burgundy ,Casual ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Black ,Casual ,"Figure, Graphic ",top,Slight Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.94,29.0,shirts
Blue ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,shirts
Black ,Casual ,"Letter, Figure ",top,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,49.0,shirts
Black ,Sexy ,Heart ,top,Slight Stretch ,Fabric ,"94% Cotton, 6% Elastane ",Hand wash or professional dry clean ,0.0,29.0,shirts
White ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,29.0,shirts
White ,Casual ,Animal ,top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,23.0,shirts
White ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts
Black ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,19.0,shirts
Red ,Party ,Plain ,top,Slight Stretch ,Satin ,100% Polyester ,Hand wash or professional dry clean ,0.0,29.0,shirts
Light Grey ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.93,19.0,shirts
White ,Casual ,"Letter, Car ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.62,29.0,shirts
Dusty Pink ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,shirts
Grey ,Casual ,"Letter, Figure ",top,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,29.0,shirts
Multicolor ,Party ,Plain ,top,Medium Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.96,29.0,shirts
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,shirts
Apricot ,Casual ,Plain ,top,Medium Stretch ,Knitted Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",0.0,39.0,shirts
Black ,Sexy ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,29.0,shirts
Mint Green ,Casual ,Plain ,top,High Stretch ,Fabric ,"60% Polyester, 35% Rayon, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts
Green ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.95,39.0,shirts
Black ,Casual ,Slogan ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,shirts
Light Grey ,Casual ,"Letter, Cartoon ",top,Medium Stretch ,Knitted Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Black ,Casual ,Plants ,top,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,39.0,shirts
Green ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,39.0,shirts
White ,Sexy ,Plain ,top,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts
Pink ,Boho ,Floral ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.81,29.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,29.0,shirts
Army Green ,Casual ,Letter ,top,Medium Stretch ,Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts
White ,Casual ,"Letter, Figure ",top,Slight Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,29.0,shirts
Black ,Casual ,Animal ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.95,29.0,shirts
Multicolor ,Casual ,"Geometric, Random Print ",top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,shirts
Black ,Casual ,"Butterfly, Heart ",top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,29.0,shirts
White ,Casual ,"Heart, Slogan ",top,Slight Stretch ,Knitted Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,0.0,29.0,shirts
Beige ,Casual ,"Letter, Figure ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,29.0,shirts
Multicolor ,Casual ,Floral ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",5.0,49.0,shirts
Coffee Brown ,Casual ,Letter ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.94,29.0,shirts
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,shirts
Black ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,shirts
Multicolor ,Sexy ,Marble ,top,Slight Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.9,29.0,shirts
Light Grey ,Casual ,Plain ,top,High Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,5.0,29.0,shirts
Black ,Casual ,Heart ,top,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Spandex ","Machine wash, do not dry clean ",0.0,29.0,shirts
Rust Brown ,Casual ,Letter ,top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.0,49.0,shirts
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.89,9.0,shirts
Purple ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,shirts
Royal Blue ,Boho ,Plain ,top,Slight Stretch ,Knitted Fabric ,"94% Cotton, 6% Elastane ",Machine wash or professional dry clean ,4.91,29.0,shirts
Green ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts
Royal Blue ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,29.0,shirts
Green ,Casual ,Letter ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,19.0,shirts
White ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"94% Cotton, 6% Elastane ","Machine wash, do not dry clean ",0.0,39.0,shirts
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.9,29.0,shirts
Pink ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,39.0,shirts
Blue and White ,Casual ,Plain ,top,Slight Stretch ,Lace ,"90% Polyamide, 10% Elastane ","Machine wash, do not dry clean ",4.9,29.0,shirts
Black ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"96% Polyester, 4% Spandex ","Machine wash, do not dry clean ",4.94,19.0,shirts
Navy Blue ,Elegant ,Floral ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,29.0,shirts
Redwood ,Casual ,Plain ,top,Medium Stretch ,Fabric ,"83% Polyester, 11% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0.0,39.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,19.0,shirts
White ,Casual ,Letter ,top,Slight Stretch ,Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts
Green ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.0,shirts
Lime Green ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.83,29.0,shirts
Blue and White ,Casual ,Tie Dye ,top,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.33,29.0,shirts
Grey ,Casual ,Striped ,top,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.95,29.0,shirts
Royal Blue ,Sexy ,Plain ,top,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,19.0,shirts
Multicolor ,Casual ,"Geometric, Colorblock ",top,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ","Hand wash,do not dry clean ",4.79,29.0,shirts
Army Green ,Casual ,"Letter, Animal ",top,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,39.0,shirts
Chocolate Brown ,Sexy ,Plain ,top,High Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.25,29.0,shirts
White ,Sexy ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.78,19.0,shirts
Black ,Casual ,Plain ,top,High Stretch ,Fabric ,"72% Polyester, 24% Cotton, 4% Spandex ","Hand wash,do not dry clean ",4.9,29.0,shirts
White ,Casual ,"Cartoon, Slogan ",top,High Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts
White ,Casual ,Plain ,top,Non-Stretch ,Embroidery ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts
Multicolor ,Casual ,"Figure, All Over Print ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,19.0,shirts
Black ,Elegant ,Plain ,top,High Stretch ,Knitted Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,29.0,shirts
Violet Purple ,Sexy ,Plain ,top,Slight Stretch ,Knitted Fabric ,"82% Polyamide, 18% Elastane ",Machine wash or professional dry clean ,0.0,19.0,shirts
Black ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"91% Polyamide, 9% Elastane ",Machine wash or professional dry clean ,4.92,19.0,shirts
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"83% Polyester, 11% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.87,29.0,shirts
Black and White ,Casual ,Figure ,top,Slight Stretch ,Knitted Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.93,29.0,shirts
White ,Casual ,Plain ,top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.97,19.0,shirts
White ,Casual ,Heart ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,29.0,shirts
Blue ,Casual ,Colorblock ,top,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,29.0,shirts
Apricot ,Casual ,Slogan ,top,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.92,29.0,shirts
Khaki ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,shirts
Beige ,Casual ,"Letter, Graphic ",top,High Stretch ,Fabric ,"93.7% Cotton, 6.3% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts
Brown ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"94% Cotton, 6% Elastane ",Machine wash or professional dry clean ,4.92,19.0,shirts
Black ,Casual ,Plain ,top,Non-Stretch ,Woven Fabric ,"55% Rayon, 42% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.78,39.0,shirts
Black ,Casual ,"Butterfly, Slogan ",top,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,29.0,shirts
Apricot ,Casual ,Plain ,top,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts
Black ,Sexy ,"Heart, All Over Print ",top,High Stretch ,Mesh Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,19.0,shirts
White ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"67% Polyester, 30% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.95,29.0,shirts
Red ,Elegant ,Plain ,top,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,shirts
White ,Casual ,Plain ,top,Non-Stretch ,Fabric ,"65% Polyester, 35% Cotton ",Machine wash or professional dry clean ,4.96,29.0,shirts
Dark Green ,Casual ,Plain ,top,Slight Stretch ,Knitted Fabric ,"65% Polyester, 35% Viscose ",Machine wash or professional dry clean ,4.89,29.0,shirts
Multicolor ,Casual ,Leopard Print ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,29.0,shirts
White ,Casual ,Plain ,top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,19.0,shirts
Apricot ,Casual ,"Car, Slogan ",top,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.93,29.0,shirts
Red ,Party ,Plain ,top,Slight Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",5.0,39.0,shirts
Burgundy ,Party ,Colorblock ,top,Medium Stretch ,Lace ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,39.0,shirts
Black ,Casual ,"Letter, Floral ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts
Black ,Casual ,"Letter, Halloween ",top,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0.0,19.0,shirts
Black ,Casual ,"Letter, Heart ",top,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0.0,39.0,shirts
